NUMERO_PROCESSO_COMPRA,URL_PORTAL_TRANSPARENCIA,DATA_CADASTRAMENTO_PROCESSO,OBJETO_PROCESSO,URL_DOCUMENTOS_PROCESSO,CODIGO_ORGAO_DEMANDANTE,ORGAO_DEMANDANTE,SITUACAO_PROCESSO,PROCEDIMENTO_CONTRATACAO,NUMERO_CONTRATO,URL_INTEGRA_CONTRATO,CODIGO_ORGAO_CONTRATO,ORGAO_CONTRATO,DATA_PUBLICACAO,INICIO_VIGENCIA,FIM_VIGENCIA,FIM_VIGENCIA_ATUALIZADA,CPF_CNPJ_CONTRATADO,CONTRATADO,PROCESSO_SEI,URL_PROCESSO_SEI,CODIGO_ITEM_MATERIAL_SERVICO,ITEM_MATERIAL_SERVICO,CODIGO_UNIDADE_ORCAMENTARIA,UNIDADE_ORCAMENTARIA,LINHA_FORNECIMENTO,CIDADE_ENTREGA,QUANTIDADE_HOMOLOGADA,VALOR_REFERENCIA_UNITARIO,VALOR_HOMOLOGADO_UNITARIO,VALOR_REFERENCIA,VALOR_HOMOLOGADO
1501561 000005/2020,NA,2020-03-20,Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=5&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245572,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367,1320,SECRETARIA DE ESTADO DA SAUDE,2020-03-24,2020-03-24,NA,2020-09-23,20.235.404/0001-71,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,1500.01.0014225/2020-94,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfhvdQskkAOK8KfWEQ0s5t7ghqygo8U_Ichz28fPlct3,1672738,LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;,4291,FUNDO ESTADUAL DE SAUDE,MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR,Belo Horizonte,2500,24.18,24.18,60450,60450
1501561 000005/2020,NA,2020-03-20,Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=5&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245572,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367,1320,SECRETARIA DE ESTADO DA SAUDE,2020-03-24,2020-03-24,NA,2020-09-23,20.235.404/0001-71,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,1500.01.0014225/2020-94,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfhvdQskkAOK8KfWEQ0s5t7ghqygo8U_Ichz28fPlct3,1672762,LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); TAMANHO: P; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;,4291,FUNDO ESTADUAL DE SAUDE,MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR,Belo Horizonte,3000,24.18,24.18,72540,72540
1501561 000005/2020,NA,2020-03-20,Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=5&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245572,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367,1320,SECRETARIA DE ESTADO DA SAUDE,2020-03-24,2020-03-24,NA,2020-09-23,20.235.404/0001-71,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,1500.01.0014225/2020-94,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfhvdQskkAOK8KfWEQ0s5t7ghqygo8U_Ichz28fPlct3,1672770,LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); TAMANHO: M; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;,4291,FUNDO ESTADUAL DE SAUDE,MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR,Belo Horizonte,6000,24.18,24.18,145080,145080
1501561 000005/2020,NA,2020-03-20,Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=5&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245572,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367,1320,SECRETARIA DE ESTADO DA SAUDE,2020-03-24,2020-03-24,NA,2020-09-23,20.235.404/0001-71,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,1500.01.0014225/2020-94,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfhvdQskkAOK8KfWEQ0s5t7ghqygo8U_Ichz28fPlct3,1710273,MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 30 G; FILTRO: COM FILTRO; TIPO FIXACAO: ELASTICO OU TIRAS; AJUSTE NASAL: SIM; ESTERIL: NAO;,4291,FUNDO ESTADUAL DE SAUDE,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Belo Horizonte,5746855,3.84,3.8245,22067923.2,21978846.94
1501561 000006/2020,NA,2020-03-22,"Aquisição de materiais médico hospitalares emergencial para atendimento a demanda do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=6&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245606,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162402,1500,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,2020-03-27,2020-03-27,NA,2020-09-26,68.176.544/0001-42,KSN - PROTECAO RESPIRATORIA EIRELI,1500.01.0014240/2020-77,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNemi44pVLcA6xlA_T2TmMxSSEWGTpsZhrQQyNf3QwUGT,1647385,MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;,4291,FUNDO ESTADUAL DE SAUDE,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Belo Horizonte,150000,9.98,9.98,1497000,1497000
1501561 000009/2020,NA,2020-03-26,Mascaras N95 para atendimento a  demanda da Epidemias do COVID-19.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=9&ano=2020,1250,POLICIA MILITAR DE MINAS GERAIS,Concluído,Dispensa de Licitação,9245644,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162422,1500,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,2020-03-28,2020-03-28,NA,2020-09-27,68.176.544/0001-42,KSN - PROTECAO RESPIRATORIA EIRELI,1500.01.0014717/2020-02,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNaPZt1bfW8c-PV9P4JQK8uJGv3YqMU4NVpab1tsLIdnr,125628,MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;,1251,POLICIA MILITAR DO ESTADO DE MINAS GERAIS,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Belo Horizonte,10000,9.98,9.98,99800,99800
1501561 000010/2020,NA,2020-03-26,"Aquisição de Mascaras N95 para atendimento a demanda de Pandemia do COIVD-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=10&ano=2020,1450,SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC,Concluído,Dispensa de Licitação,9245631,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162436,1500,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,2020-03-28,2020-03-28,NA,2020-09-27,68.176.544/0001-42,KSN - PROTECAO RESPIRATORIA EIRELI,1500.01.0014880/2020-63,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNWtLDCB2BRiACKkVGegn229F4sZ3Y9c9VI5OmjBC3EiM,1647385,MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;,1451,SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",MINAS GERAIS,65000,9.98,9.98,648700,648700
1501561 000011/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/14-04-2020/1831095/0/0/61932/0/0/0/0/15788/83050019/215076/1752731/321268/1501561000011-2020,2020-03-27,"Aquisição de TNT, para confecção de máscaras, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=11&ano=2020,1450,SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,84.951.649/0001-88,J M S INDUSTRIA E COMERCIO - EIRELI,1500.01.0015098/2020-94,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZVUaOKfNegpE6rZULivzDqsXpe1-8-5vC2Wdhy0hq4S,1752731,"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;",1451,SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA,"TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO",MINAS GERAIS,125000,2.02,2.02,252500,252500
1501561 000012/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/14-04-2020/1831079/0/0/61932/0/0/0/0/15788/83050019/215076/1752731/321355/1501561000012-2020,2020-03-29,"aquisição de TNT (Tecido não tecido/texturizado), branco, para fabricação de máscaras cirúrgicas descartáveis.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=12&ano=2020,1510,POLICIA CIVIL DO ESTADO DE MINAS GERAIS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,84.951.649/0001-88,J M S INDUSTRIA E COMERCIO - EIRELI,1500.01.0016168/2020-13,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNWiRF6_FSwzjRMnlEM9NiNXm-l5MrWzddF2V2gXC3Cb9,1752731,"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;",1511,POLICIA CIVIL DO ESTADO DE MINAS GERAIS,"TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO",MINAS GERAIS,40000,2.02,2.02,80800,80800
1501561 000013/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/14-04-2020/1831017/0/0/61932/0/0/0/0/15788/83050019/215076/1752731/321345/1501561000013-2020,2020-03-30,"Aquisição de TNT para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=13&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,84.951.649/0001-88,J M S INDUSTRIA E COMERCIO - EIRELI,1500.01.0016171/2020-29,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNcaVYBqunt2k5aTQouvp-gFObNn6cJy36-Bsa9Ij5gVr,1752731,"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;",4291,FUNDO ESTADUAL DE SAUDE,"TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO",Belo Horizonte,141667,2.02,2.02,286167.34,286167.34
1501561 000014/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/14-04-2020/1831094/0/0/61932/0/0/0/0/15788/83050019/215076/1752731/321278/1501561000014-2020,2020-03-30,"Aquisição de TNT para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=14&ano=2020,1250,POLICIA MILITAR DE MINAS GERAIS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,84.951.649/0001-88,J M S INDUSTRIA E COMERCIO - EIRELI,1500.01.0016170/2020-56,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNVwAL_Jcg1pWb4u8HPiKB8N7JbuPq6BzBiuUi7M8uByy,1752731,"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;",1251,POLICIA MILITAR DO ESTADO DE MINAS GERAIS,"TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO",Belo Horizonte,100000,2.02,2.02,202000,202000
1501561 000014/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/14-04-2020/1831094/0/0/61932/0/0/0/0/15788/83050019/215076/1752731/321278/1501561000014-2020,2020-03-30,"Aquisição de TNT para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=14&ano=2020,1250,POLICIA MILITAR DE MINAS GERAIS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,84.951.649/0001-88,J M S INDUSTRIA E COMERCIO - EIRELI,1500.01.0016170/2020-56,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNVwAL_Jcg1pWb4u8HPiKB8N7JbuPq6BzBiuUi7M8uByy,1752731,"TECIDO DE FIBRAS NATURAIS E SINTETICAS - TIPO DA FIBRA: TECIDO NAO TEXTURIZADO (TNT); COMPOSICAO: 100% POLIPROPILENO;; LARGURA: MINIMA 140 CM; COR: BRANCA; GRAMATURA: MINIMA 20 G/M2, BFE MINIMO DE 95%;",1251,POLICIA MILITAR DO ESTADO DE MINAS GERAIS,"TECIDOS, AVIAMENTOS, ARTIGOS  E MATERIAL PARA COSTURA E ESTOFAMENTO",Vespasiano,25000,2.02,2.02,50500,50500
1501561 000015/2020,NA,2020-04-02,"Aquisição de monitores respiratórios, para atendimento a demanda da Pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=15&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245710,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162549,1320,SECRETARIA DE ESTADO DA SAUDE,2020-04-04,2020-04-04,NA,2020-10-03,11.405.384/0001-49,ALFA MED SISTEMAS MEDICOS LTDA,1500.01.0016175/2020-18,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfNt5bG0xtwVT036uzyHHpjGV5aqG5njRuiyFTmrZXXO,1734423,MONITOR MULTIPARAMETROS - IDENTIFICACAO: MONITORACAO DE SINAIS VITAIS; PARAMETROS: ECG/ SPO2/ PNI/ TEMP/ PI / ETCO2 / CONECTIVIDADE; APLICACAO: MONITORACAO DE PACIENTE ADULTO E PEDIATRICO;,4291,FUNDO ESTADUAL DE SAUDE,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Contagem,8,21960,21960,175680,175680
1501561 000016/2020,NA,2020-04-03,"Aquisição de Máscaras N95, para atendimento a pandemia do COVID-19, no Estado de Minas Gerais",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=16&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245712,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162531,1500,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,2020-04-04,2020-04-04,NA,2020-10-03,20.235.404/0001-71,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,1320.01.0038920/2020-59,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUkApG51peFMARHIXGBukGXSpHubhMU-5fnf5SJ8ey6H,125628,MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;,4291,FUNDO ESTADUAL DE SAUDE,"VESTUARIO PARA USO ODONTOLOGICO, HOSPITALAR E ITENS CORRELATOS",Belo Horizonte,750000,15.01,15.01,11257500,11257500
1501561 000017/2020,NA,2020-04-03,"Aquisição de monitores respiratórios, para atendimento da pandemia do COVID-19.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=17&ano=2020,1320,SECRETARIA DE ESTADO DA SAUDE,Concluído,Dispensa de Licitação,9245714,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162552,1320,SECRETARIA DE ESTADO DA SAUDE,2020-04-08,2020-04-08,NA,2020-10-07,01.212.789/0001-07,R&D MEDIQ EQUIPAMENTOS E SERVICOS ESPECIALIZADOS LTDA,1500.01.0017829/2020-77,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdQ4oRxmvW9pnK9vKsjLJAycEfDozyMx5goZlzcbf4Mh,1734423,MONITOR MULTIPARAMETROS - IDENTIFICACAO: MONITORACAO DE SINAIS VITAIS; PARAMETROS: ECG/ SPO2/ PNI/ TEMP/ PI / ETCO2 / CONECTIVIDADE; APLICACAO: MONITORACAO DE PACIENTE ADULTO E PEDIATRICO;,4291,FUNDO ESTADUAL DE SAUDE,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Contagem,24,19683.125,19683.125,472395,472395
1501561 000018/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/2/2020/01-03-2020/22-05-2020/1831065/2/0/0/0/0/0/0/21609/84950013/170586/1672592/321925/1501561000018-2020,2020-04-07,"Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=18&ano=2020,1500,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,52.202.744/0001-92,Nacional Comercial Hospitalar S.A,1500.01.0017382/2020-21,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUAGREm10rtH8EyWB4GHzPTK7GQGOKYE_fkgkdsW8Z6f,1672584,LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;,1501,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI",Belo Horizonte,7000,32.9,32.9,230300,230300
1501561 000018/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/2/2020/01-03-2020/22-05-2020/1831065/2/0/0/0/0/0/0/21609/84950013/170586/1672592/321925/1501561000018-2020,2020-04-07,"Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=1501561&numero=18&ano=2020,1500,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,52.202.744/0001-92,Nacional Comercial Hospitalar S.A,1500.01.0017382/2020-21,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUAGREm10rtH8EyWB4GHzPTK7GQGOKYE_fkgkdsW8Z6f,1672592,LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;,1501,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO,"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI",Belo Horizonte,25000,32.9,32.9,822500,822500
